,Unnamed: 0,attack,health,mana,name,rarity,desc_cut,격노,과부하,도발,독성,돌진,생명력흡수,선택,연계,은신,적응,주문공격력,질풍,천상의보호막,침묵
187,187,4,3,3,키린 토 마법사,3,전투의 함성: 이번 턴에 내는 내 다음 비밀의 비용이 (0)이 됩니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,188,2,3,3,타우렌 전사,1,도발격노: 공격력 +3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
189,189,4,5,6,태양길잡이,3,도발천상의 보호막,0,0,1,0,0,0,0,0,0,0,0,0,1,0
190,190,6,5,6,투기장의 제왕,2,도발,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191,191,7,6,5,투자개발회사 용병,2,내 하수인들의 비용이(3) 증가합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,192,2,5,5,툰드라 코뿔소,2,내 야수들이돌진을 얻습니다.,0,0,0,0,1,0,0,0,0,0,0,0,0,0
193,193,6,6,8,티리온 폴드링,5,"천상의 보호막, 도발,죽음의 메아리: 53 파멸의 인도자를 장착합니다.",0,0,1,0,0,0,0,0,0,0,0,0,1,0
194,194,1,4,3,파괴전차,3,"내 턴이 시작될 때,무작위 적 하나에게 피해를 2 줍니다.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,195,5,7,5,파멸수호병,3,"돌진, 전투의 함성: 무작위로 카드를2장 버립니다.",0,0,0,0,1,0,0,0,0,0,0,0,0,0
196,196,0,7,2,파멸의 예언자,4,"내 턴이 시작될 때, 모든 하수인을 처치합니다.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,197,2,1,2,푸른아가미 전사,2,돌진,0,0,0,0,1,0,0,0,0,0,0,0,0,0
198,198,1,1,2,풋내기 기술자,2,전투의 함성:카드를 1장 뽑습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,199,0,1,1,피의 임프,1,"은신, 내 턴이 끝날 때, 다른무작위 아군 하수인 하나에게생명력을 +1 부여합니다.",0,0,0,0,0,0,0,0,1,0,0,0,0,0
200,200,5,4,5,해리슨 존스,5,전투의 함성: 상대편의 무기를 파괴하고 그 무기의 내구도만큼 카드를 뽑습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,201,2,3,3,허수아비골렘,1,죽음의 메아리:21 손상된 골렘을하나 소환합니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,202,3,3,3,혈기사,4,전투의 함성: 모든 하수인의 천상의 보호막을 흡수하여 보호막 하나당 +3+3을 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,1,0
203,203,1,1,2,혈법사 탈노스,5,주문 공격력 +1죽음의 메아리:카드를 1장 뽑습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,204,1,1,1,화난 닭,3,격노: 공격력 +5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
205,205,3,2,1,화염 임프,1,전투의 함성: 내 영웅에게 피해를 3 줍니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,206,1,2,1,황금골 보병,2,도발,0,0,1,0,0,0,0,0,0,0,0,0,0,0
207,207,2,3,3,황제 코브라,3,독성,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208,208,4,1,4,황혼의 비룡,3,전투의 함성:내 손에 있는 카드 1장당생명력을 +1 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,209,1,1,1,회갈색 늑대,2,내 다른 야수들이 공격력을 +1 얻습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,210,3,3,3,흉포한 늑대인간,1,"격노: 질풍, 공격력 +1",1,0,0,0,0,0,0,0,0,0,0,1,0,0
211,211,4,5,6,흑기사,5,전투의 함성:적 도발 하수인 하나를 처치합니다.,0,0,1,0,0,0,0,0,0,0,0,0,0,0
